"Data Source","World Development Indicators",

"Last Updated Date","2022-05-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Romania","ROU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308641555417.391","268770588886.832","245206857346.578","248955664369.821","258744458515","274873324050.005","285614554673.707","271764925728.804","266248606193.148","265245752313.987","271774149092.843","285955694503.095","302263723884.558","309340162983.407","341598504789.685","357544828732.753","386251427543.683","414192113219.212","452742908181.022","427763296282.18","411075239374.299","418910611765.493","427459174549.002","443578498887.828","459586021097.696","473160694082.192","495413430866.906","531674961946.224","555464884524.088","578729199991.784","555982514670.764","",
"Russian Federation","RUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3178789510692.26","3018357928804.38","2579758111413.28","2356130738812.49","2059970854378.75","1974615376879.48","1900467198324.36","1927072138995.13","1824938055136.31","1941732533805.55","2135907084569.99","2244839440007.34","2350346712051.79","2521920901963","2703497892225.57","2876520823211.47","3112397494085.71","3376950589149.21","3552550981878.81","3275452221520.73","3422847571490.17","3570031016049.49","3713692139974.43","3778883114348.69","3806705792055.25","3731610175003.83","3738837933428.46","3807101264909.28","3913975940441.31","3993546395726.8","3875685903299.31","",
"Rwanda","RWA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6827017900.13366","6655360751.03524","7046211801.51399","6474856197.53266","3221366110.47542","4356062631.72851","4911273122.01016","5591472293.3404","6086802343.47207","6351693184.06238","6883388227.37864","7467413716.27756","8452520359.80617","8638675754.68361","9282056653.17781","10152518590.6615","11089299387.1821","11935776793.4178","13267957873.9327","14096974369.179","15130938960.7552","16335120521.8526","17746719989.307","18584339297.3132","19730466481.9928","21477963188.8757","22760357451.3204","23665375199.0851","25695728206.5184","28126719463.6698","27182935233.2365","",
"South Asia","SAS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170115410299.41","2213565175389.22","2341016016542.02","2442687966285.53","2589395653358.38","2767748543552.53","2955827343173.92","3066548014711.08","3235982221462.74","3483737410869.68","3626245360739.75","3788478233088.07","3924984191791.42","4211111341298.47","4528411852793.54","4870565379821.61","5242426385639.57","5622915852824.38","5805057600768.36","6212131031328.36","6680322744546.27","7020312281017.3","7404751689870.17","7851476179218.62","8395099692111.68","9016307623686.72","9709955731540.53","10352072609228.2","11018728453216.7","11462499945358.8","10796141581524.3","",
"Saudi Arabia","SAU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671957523621.315","772804104081.061","803619978155.493","792660679579.715","797089434798.17","798779992521.263","819847209484.175","828896535807.985","852879517500.062","820783228710.833","866955700954.349","856459088011.482","832314012619.06","925883264838.313","999569144344.233","1055283630310.03","1084709182566.6","1104745174019.79","1173789236915.57","1149617991562.8","1207552806616.43","1328270007752.06","1400148607373.54","1437942184780.88","1490462759901.77","1551667254880.46","1577589792196.98","1565891922036.52","1604007466124.02","1609323719956.12","1543235499006.87","",
"Sudan","SDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76223793935.4009","81948894973.5512","87339379691.4478","91329696893.2556","92248682097.2385","97780920726.7793","103568695414.017","114512526357.687","119446303254.982","123154030794.197","130969222740.22","139482694258.52","147860682587.241","157159357261.385","165238744613.212","174564018799.666","185965513629.197","196631145821.417","204195044063.221","198543528913.545","206203818639.667","199577392751.651","165639878987.62","168878378191.795","176750440364.193","180126686429.935","186372835393.388","187694696441.513","182662731984.259","178683879115.436","172198001618.269","",
"Senegal","SEN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18610932095.8807","19105975939.7576","19358219346.0817","19621532363.4565","19612208025.1354","20684718263.556","21102544858.1308","21745244182.7106","23027882913.4094","24474795780.3793","25426182723.9435","26522267694.6931","26540487584.1433","28025149440.0477","29326439504.7858","30590478998.7414","31303473006.8973","32188459502.9596","33380452577.4236","34299117509.7702","35462162599.407","35935260147.2834","37373747012.1851","38275345782.2174","40657631795.07","43246320958.7908","45995086773.7203","49402166472.861","52469666065.1249","54779594231.0036","55601158550.889","",
"Singapore","SGP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114000301088.513","121625214091.924","129700750771.344","144568055667.576","160611709516.01","172177210136.48","185041223073.927","200436498374.251","196036159933.239","207257286240.935","225991576497.097","223575690645.398","232327806419.777","242865683793.632","266714102265.841","286341682873.251","312127162974.3","340287690790.739","346645100377.235","347064481123.747","397477814728.4","422669445139.563","441527302937.109","462885297182.75","481113732816.376","495491916194.634","511987012822.097","535130768667.215","553846804627.491","561297248687.528","531037593858.902","",
"Solomon Islands","SLB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722912155.550348","766286884.883369","863639055.164149","898178191.484888","970951348.476956","1068946107.34045","1086135351.92798","1076175228.89595","1090151530.56992","1084850174.76256","929986326.329103","855927992.171612","831991567.465612","886290302.704727","945247805.168499","997618774.65948","1046134212.65419","1092721884.90077","1156177507.44352","1185736582.24825","1287908166.89936","1381565452.82955","1407268996.13801","1482291213.16957","1497873986.30032","1519079409.5298","1608399222.52669","1694345445.46434","1761174658.06633","1782380081.2958","1705430098.51611","",
"Sierra Leone","SLE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6277236798.75557","6424874937.83658","5203319271.82844","5274841464.55165","5172120028.19767","4758363186.30337","4841816378.11503","4557258858.56425","4638606580.02531","4546795308.48826","4849281227.83651","4541572262.26566","5741333785.41238","6276031146.0808","6690120220.51335","6991516536.99267","7286832202.3281","7874015718.19537","8299077544.11287","8563656386.63831","9021509368.192","9591221747.75425","11047338885.7389","13335880011.0637","13943565706.1912","11071362576.8213","11741786062.292","12234073367.6414","12657935335.3418","13323013789.1191","13060690599.4989","",
"El Salvador","SLV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27865492758.5849","28281827621.6287","30267767182.2437","32028841389.0223","33531654397.3352","35119070212.0421","35404048086.211","36515016517.5416","37483496011.7878","38293901841.4558","38725821431.9931","39066459047.2107","39680942588.3876","40302105298.4903","40660554030.8434","41762616903.6063","43577124461.7915","44387530291.4595","45331519499.6443","44385303901.8176","45320387551.4345","47050292303.2259","48374994140.1832","49454793116.5266","50300821180.4657","51507524366.4","52818867865.5056","54005533544.6624","55319103433.41","56637126101.4415","51776917513.0753","",
"San Marino","SMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1699766726.32751","1826664831.6329","1991966310.9123","2035378820.62204","2148919230.63213","2155598078.27978","2239083673.87543","2340936100.50213","2397706305.50717","2489540460.66239","2666529923.32518","2653172228.02987","2379339474.47613","2249101945.34691","2062094211.21265","1916829274.87621","1901801867.66899","1888444172.37369","1931717975.60554","1977005285.03501","1982111206.95374","2012730090.40313","2060526423.35765","","",
"Somalia","SOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11460806796.3969","12321181027.864","14156458080.2972","15345507944.7921","15743349479.8493","16952262363.2235","18322249278.4613","18769350815.7921","",
"Serbia","SRB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59113226089.0723","62816127424.1937","67343524328.0681","69593388884.3739","63034795448.7598","66899971287.0469","71501869629.7769","76063978712.0976","79401481280.0078","86570003373.9474","91357625063.5815","96023980829.8408","102207469613.502","107987891370.484","105037929999.9","105805804065.267","107960302988.677","107224507781.747","110326123281.219","108572478166.115","110533361467.38","114223613644.714","116623638919.825","121866012945.305","127144925566.708","125943919030.161","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1533017272674.88","1541667793577.56","1536696007616.02","1526375503622.6","1543580876179.17","1598272542441.96","1681742850045.84","1746718964350.39","1790735635999.71","1831806434570.27","1894534399614.01","1975276230517.32","2092045432426.01","2175791462607.93","2317664645122.73","2457587308141.8","2607926570263.3","2769600439712.95","2913331931026.64","2999878840986.19","3177105381393.83","3318287240996.36","3440139147826.08","3611562058085.18","3788139685734.02","3902199982168.63","3966134233459.91","4073510525201.64","4190602607738.1","4303275310415.65","4221956879422.32","",
"South Sudan","SSD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1534032699945.44","1542711603261.42","1537815776694.52","1527565765281.43","1544761323649.53","1599442537987.56","1682970329408.62","1748094694397.4","1792228049478.11","1833326707144.02","1896077328149.44","1976783093535.04","2093569817671.41","2177224425615.8","2319055106920.95","2459103550156.16","2609586088097.47","2771433797038.94","2915124278568.81","3001650414665.08","3178982463108.73","3320313261578.41","3442190063483.18","3613736688492.53","3790412192940.61","3904585141879.13","3968628922767.59","4076123918691.95","4193262012044.91","4305966001303.65","4224355401050.62","",
"Small states","SST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342924175873.941","353516993106.715","364707811532.968","381786485951.957","396465209123","413642011652.79","433963773527.993","467339654582.53","491262668599.375","536267757305.107","579913422516.463","614347181976.967","618290310203.807","659293483126.79","699547206435.43","722474490764.063","745749661729.984","769861625643.771","788346483290.512","805393190899.619","815249176415.171","832410497625.78","848265112951.616","800263824181.15","",
"Sao Tome and Principe","STP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","374807359.996035","383716074.578566","408939562.187445","424611041.835923","454731988.45046","496183729.055168","512327588.411208","554267616.533403","567715713.94612","605593613.596147","632228844.10972","652093325.561949","683490267.09914","728258435.017987","756743083.842216","788259685.008913","818599649.86904","842709610.84351","861340705.428923","887953769.32211","",
"Suriname","SUR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5627354270.80741","5779292787.37028","5802409959.01309","5413648599.12033","5597712591.79739","5597712591.79739","5653689786.16501","5975949972.9971","6113396921.04218","6027809335.41108","6154393263.19006","6412877806.14391","6592438428.86905","7007762012.51799","7603421796.53195","7945575793.40914","8405906190.05035","8835573057.56261","9201666793.47853","9478977332.02154","9968929096.53592","10552048412.3264","10835935420.0579","11153801263.0386","11182299563.4094","10800860588.8323","10269913345.4989","10430862509.8543","10947009830.0286","11067259205.6964","9306685013.2262","",
"Slovak Republic","SVK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62044007947.4927","63223668304.9508","67147031424.2555","71070765017.2451","75775576079.4633","80265914075.9337","83537631532.3296","83449150717.2169","84422609321.4069","87169539104.0348","91100399440.8042","96110086947.3212","101183622668.631","107885481878.375","117048386077.45","129727101144.705","136959240788.06","129487383222.126","137636394539.102","141266414644.876","143185132956.254","144122659512.736","148049099513.487","155770822081.241","158779817149.09","163511752734.624","169716059936.022","174137790105.78","166547552548.504","",
"Slovenia","SVN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42743103189.7556","44112167267.6683","46339740603.9353","47859390043.9144","50411571738.2745","52262871956.5387","53943938765.5783","55834996434.7709","57487857659.8042","59993864199.3903","62272414748.5536","65850834859.6213","70447328991.0078","72919918591.5486","67415603899.1685","68321500046.5894","68909972073.9005","67091135563.7047","66400578063.7812","68238651529.0566","69746781415.028","71972995813.7254","75438769514.6355","78775065367.2742","81335673551.6626","77895775314.5934","",
"Sweden","SWE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292342589047.893","288992416447.247","285644171233.113","279743858473.285","290737716123.949","302178806162.26","306951588675.273","316376618833.072","330018260897.139","344034744145.196","360432640290.285","365657106430.004","373690304416.503","382321842642.945","398902591003.098","410306431198.75","429438090953.82","444207419292.345","442206001645.583","423015187266.165","448193503870.461","462514779856.249","459793784274.097","465255103186.95","477620645295.275","499062380984.548","509395932462.041","522476835542.435","532665253199.002","543245028479.227","527229470341.808","",
"Eswatini","SWZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4192567423.89511","4266372389.2543","4404014388.84909","4540808103.2473","4649818876.48145","4874202933.16493","5061472424.26839","5218520061.45742","5354412380.02405","5512414407.66689","5609442479.62535","5668608910.32656","5916899597.50445","6146487939.55509","6369231390.39393","6751307349.44843","7155856949.5624","7473246081.01903","7534651047.25624","7652572017.00632","7942891848.10281","8121386877.60282","8559668134.83464","8890175221.89132","8972252035.23448","9172107215.4607","9269570961.68438","9457426061.9256","9681719373.43939","9934706117.34806","9750861925.76405","",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1436948445.26522","1482930709.60638","1551145566.6831","1572714969.70513","1593266074.73041","1618445807.01364","1624919590.2417","1633044188.1929","1538327625.27772","1436798002.00939","","","",
"Seychelles","SYC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017049251.96057","1045124144.95489","1119970362.9547","1189371003.85276","1179871533.33657","1170130014.1314","1227671454.18445","1374520062.47725","1490026461.13758","1517919854.64376","1540906304.17903","1505909814.00872","1524173959.08825","1434443894.37511","1393555735.90153","1519056040.84698","1661940394.61079","1835138451.03338","1795739998.41232","1775892657.61825","1881646398.86425","2030057111.36912","2055652656.7777","2179363412.91016","2277539054.34332","2389989940.07696","2499036177.4233","2617449530.18334","2663809363.53067","2695535485.90447","2405201475.27367","",
"Syrian Arab Republic","SYR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792935223.856429","785225519.786671","793634346.724072","862770182.303016","960391156.484216","1030030908.21626","1004380845.71015","1060736199.14522","1117215705.83541","817993215.377021","",
"Chad","TCD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5985824130.22011","6496722430.27816","7016553994.90448","5914264796.11597","6513787172.84677","6594333363.63464","6740363097.78887","7121422268.03076","7616473627.97355","7564464521.25451","7497921362.18453","8372039130.86108","9082926539.58965","10420084739.702","13924293784.1584","16337726701.6699","16443637977.8434","16981591525.0421","17499987131.5205","18238083310.3491","20709361993.75","20726523800.292","22567573043.8726","23853925014.9375","25499842273.6904","26205595207.9731","24566297101.8342","23832085166.556","24397867877.0283","25190111030.9707","24951483878.5305","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3477779966777.82","3743865763900.88","4121457591234.03","4546194648399.25","5006525567555.37","5482008903775.61","5959951301580.1","6351455255102.94","6391693125723.1","6760216448581.99","7250736176346.71","7714950079306.84","8299460863924.36","8999048004630.11","9776537467005.2","10685961805721.4","11784347169036","13153301754155.9","14220732688091.7","15256758465978.5","16710947778059.1","18078057914435.4","19418893397671.5","20785620904059.7","22180523620543.1","23615719373907.2","25131984583910.5","26779320469046.9","28489605656641.8","30107448505269.7","30371280126125.6","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6416558159386.47","6044051970119.51","5440180281916.55","5131213999334.39","4627009890325.64","4570132687153.01","4581154617349.12","4695093814602.98","4650953337027.25","4766388353401.11","5121879845196.23","5277631027388.56","5543663056966.85","5898074118187.3","6372887424078.63","6787340777118.15","7323203683232.46","7889314152699.95","8243067545549.98","7805988570006.64","8169071455858.72","8627391486167.29","8913493995806.56","9213216547793.9","9372163466965.28","9454626926604.11","9631098822987.18","10018712867589.1","10365454555073.7","10639666322682.2","10433460445585.1","",
"Togo","TGO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6745350432.35331","6698135172.03809","6431503388.47793","5460614732.20529","6278746657.4545","6771366591.93971","7369698874.34914","8429268307.32938","8235405540.68822","8439787835.94225","8373663819.42507","8442615812.00688","8765682854.97992","9354751769.23215","9263200056.45464","8830951409.42805","9064983287.42332","8958458820.37638","9322374067.08218","9838638843.48762","10438722924.6315","11106613195.9474","11833375211.1376","12556671701.5894","13300100571.5317","14063907851.4537","14845731642.3475","15491186678.2794","16262061139.0691","17149956903.1462","17450565629.6069","",
"Thailand","THA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401679490190.937","436056266618.516","471304386649.875","510196028341.09","550996530578.624","595739186408.526","629410034380.547","612078756062.469","565352447846.544","591202101640.778","617541615794.353","638811286780.735","678092023109.768","726841708472.143","772555270354.95","804907091740.389","844893353918.06","890814589326.528","906187366438.26","899929071266.833","967544256907.657","975672906627.678","1046338906857.69","1074459218555.59","1085036935014.56","1119042505228.28","1157483380202.26","1205839343826.68","1256359014076.69","1284833557809.87","1206471766713.82","",
"Tajikistan","TJK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21625907160.7851","20090467947.8189","14264232030.9071","11924897999.9647","9384894962.90865","8219636163.18866","6846957052.54561","6962032088.8226","7331915640.10673","7603163577.7151","8236075585.78988","9025160495.19604","9999878167.94802","11099864674.2291","12243150618.1285","13063441527.9226","13977882854.356","15068157733.5905","16258541934.0985","16892625256.2195","17990645743.4502","19321953636.3316","20771100055.3391","22308161406.8841","23802808375.1079","25230976702.4474","26971913999.0354","28886920271.4198","31082326035.0369","33382418049.1539","34884626700.0278","",
"Turkmenistan","TKM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26553870092.73","25330994481.5667","21539961242.8807","21863060698.9858","18080781703.1233","16778958019.229","17903146891.1557","15862188104.8054","16988403514.7911","19791490009.3185","20873899290.7111","21780629270.4636","21836644676.4873","22550447154.1205","23678061390.8425","26764268169.0701","29701193836.2995","32985937808.9547","37834870666.871","40142797821.0059","43835935215.7434","50279817660.8398","55860877401.8627","61558686953.4951","67899231691.5735","72312681690.0883","76796067930.5985","81787812382.0508","86858656701.7867","92330752073.9993","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4500441353784.24","4652716416453.72","4786277968484.63","4997272286706.24","5269099027752.54","5300234152030.56","5518855061672.09","5814825992072.55","5972178853576.62","5997971548165.86","6212499379215.35","6230779339406.17","6265317922135.86","6427442139558.13","6777229251754.5","7053436130221.1","7420160476528.83","7818164739142.59","8116140543077.63","7948206226192.81","8473336707515.61","8868217647137.42","9106319262035.95","9380926218734.38","9530543042655.86","9601301621119.61","9610386456008.57","9805090714251.21","9982807607905.42","10066818590896.5","9386561726748.42","",
"Timor-Leste","TLS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2058860830.20317","2395437032.99891","2234926234.86787","2186154059.06186","2194898732.65969","2260474636.46075","2167356521.75068","2389779747.4133","2661988619.16798","2932028877.14393","3205570416.58388","3396495707.72033","3561340024.68616","3670611357.43211","3836230797.43937","3942152164.60692","4075606100.00449","3950440170.81798","3923279216.60112","4689723599.69386","5176134942.40482","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1480314315251.05","1476962348422.26","1543122022770.24","1582189085444.4","1608860225816.06","1653263329862.05","1752042602678.66","1808703160112.04","1922198507928.13","2004624398449.23","2128796694830.86","2181676456526.12","2251959699854.78","2308376851087.71","2477906900058.97","2583183488502.09","2719710353462.37","2892087857476.08","3006258826459.76","3090703337249.12","3248777184214.94","3246785493898.02","3323195022797.64","3380569983808.05","3461407927499.32","3531737872137.48","3783612906825.02","3905694823126.73","3933068305115.41","3956283695021.7","3852946493607.34","",
"Tonga","TON","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357971873.430969","380935581.441159","381895446.402415","396170909.693704","415791358.464142","446470672.810282","454531840.182429","460092808.242001","471405382.046928","488898674.647148","493181378.455238","511670381.865146","536476227.545405","548858342.940062","535627011.523159","536061050.946483","535264274.872485","536715351.116588","562210240.863443","532980317.423143","537262761.948422","573894820.679488","578618564.54676","580425636.088487","592142691.076439","599081941.73131","638447619.124322","659659610.60098","661638651.466195","666495277.773404","670858812.997396","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2170115410299.41","2213565175389.22","2341016016542.02","2442687966285.53","2589395653358.38","2767748543552.53","2955827343173.92","3066548014711.08","3235982221462.74","3483737410869.68","3626245360739.75","3788478233088.07","3924984191791.42","4211111341298.47","4528411852793.54","4870565379821.61","5242426385639.57","5622915852824.38","5805057600768.36","6212131031328.36","6680322744546.27","7020312281017.3","7404751689870.17","7851476179218.62","8395099692111.68","9016307623686.72","9709955731540.53","10352072609228.2","11018728453216.7","11462499945358.8","10796141581524.3","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1534032699945.44","1542711603261.42","1537815776694.52","1527565765281.43","1544761323649.53","1599442537987.56","1682970329408.62","1748094694397.4","1792228049478.11","1833326707144.02","1896077328149.44","1976783093535.04","2093569817671.41","2177224425615.8","2319055106920.95","2459103550156.16","2609586088097.47","2771433797038.94","2915124278568.81","3001650414665.08","3178982463108.74","3320313261578.41","3442190063483.18","3613736688492.53","3790412192940.61","3904585141879.13","3968628922767.59","4076123918691.95","4193262012044.91","4305966001303.65","4224355401050.62","",
"Trinidad and Tobago","TTO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12309922817.1895","12693057823.2783","13974165548.9511","13880662343.7736","14375810638.86","14923516537.8958","15988231462.249","17191002872.4664","18587696902.4879","20079325683.0392","21465072151.8191","22359848832.19","24134485120.4873","27619743592.0219","29815527434.7109","31666755011.5898","35849318571.8773","37553670353.1378","38827392114.6828","37122198179.1558","38355852242.0422","38242950099.8415","38728621938.3116","39591911892.1715","39230617892.1445","39812714360.0583","37582478505.365","36459762017.8677","36483843608.4991","36029099008.711","33199395208.5901","",
"Tunisia","TUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47770006782.2418","49635208337.4948","53509598117.9063","54681366755.7382","56419365545.329","57746162775.6055","61872750248.788","65239211592.4151","68360100578.7795","72499054823.2205","75913740660.2534","78795632397.0819","79837749664.9211","83592039725.0535","88804664293.0494","91900879427.8825","96720253226.796","103209718947.106","107583521371.582","110857772152.393","114750170412.191","112840510601.241","117256271073.325","119769148498.848","123010830532.031","124241161221.563","125629464081.914","128448841730.819","131674072781.662","133520112571.007","121259798346.811","",
"Turkey","TUR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681003078590.509","685908200997.455","720448034016.13","775571423748.613","739366606775.355","797615881250.547","856477257076.237","921378222805.483","943529539715.799","912740581874.789","976023074296.955","919901683550.057","979214387209.344","1035648530177.5","1137100001409.4","1239351500966.41","1325461495593.74","1392311251253.93","1403658930084.4","1335958298911.15","1448540898468.99","1610779080942.57","1687911119825.11","1831144168517.56","1921597474636.28","2038516821336.51","2106258451913.1","2264269908091.15","2331742552755.64","2352485388488.15","2394678423018.47","",
"Tuvalu","TUV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23261951.3593581","24101513.5626385","24773672.6205463","25792041.7548958","28444363.0184833","27020882.7009869","25410070.2922403","27951896.6225726","32284781.6054786","31779914.9765773","31471459.1809372","31985736.7009474","34508187.667232","33357844.6246258","32906786.1495942","31662998.4940949","32340250.5048381","34394039.0938992","37139804.9703798","35493452.6081513","34524684.405764","37119543.8754042","35695731.4088098","37329462.1053158","37832667.9887272","41291668.6948969","42544756.5251391","44286546.3948485","45393710.0547197","49822364.6942046","52014548.7407496","",
"Tanzania","TZA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34116432207.7579","34823320661.1923","35026801031.6384","35449154481.6325","36004877322.6786","37290219711.4392","38984824076.3519","40359147577.4525","41855871245.4403","43891683796.3581","45875932293.4154","48660972193.5007","52112589832.0703","55589953426.0565","59761320500.9934","64229267614.3385","68424865572.2764","73056226685.3248","77210508276.6666","81278811220.217","86429062134.7592","93060034122.7453","97247878561.0909","103842826690.531","110834005400.461","117662077028.613","125742068577.319","134274523119.768","141585727399.869","149797699556.637","152788176204.289","",
